OrderTicket,OrderType,Symbol,Volume,OpenPrice,OpenTime,ClosePrice,CloseTime,Profit
155123650,1,EURUSD,0.04,1.10377,2024.10.03 05:05,1.10327,2024.10.03 06:36,2
155125110,1,EURUSD,0.04,1.10326,2024.10.03 07:05,1.10276,2024.10.03 08:14,2
155125112,1,EURUSD,0.04,1.10326,2024.10.03 07:05,1.10226,2024.10.03 17:00,4
155127279,1,EURUSD,0.04,1.10286,2024.10.03 09:05,1.1034,2024.10.03 15:30,-2.16
155127280,1,EURUSD,0.05,1.10286,2024.10.03 09:05,1.10242,2024.10.03 17:00,2.2
155135329,1,EURUSD,0.06,1.10459,2024.10.03 14:55,1.1034,2024.10.03 15:30,7.14
155135331,1,EURUSD,0.08,1.10459,2024.10.03 14:55,1.10242,2024.10.03 17:00,17.36
155139421,1,EURUSD,0.04,1.10276,2024.10.03 17:05,1.10226,2024.10.03 17:19,2
155139422,1,EURUSD,0.05,1.10274,2024.10.03 17:05,1.10124,2024.10.03 17:42,7.5
155139423,1,EURUSD,0.04,1.10274,2024.10.03 17:05,1.10174,2024.10.03 17:41,4
155141721,1,EURUSD,0.04,1.10161,2024.10.03 18:05,1.10229,2024.10.04 11:30,-2.72
155141722,1,EURUSD,0.05,1.10161,2024.10.03 18:05,1.10132,2024.10.04 15:30,1.45
155141723,1,EURUSD,0.04,1.10161,2024.10.03 18:05,1.10179,2024.10.04 15:30,-0.72
155144123,1,EURUSD,0.06,1.10358,2024.10.03 20:10,1.10229,2024.10.04 11:30,7.74
155144124,1,EURUSD,0.06,1.10358,2024.10.03 20:10,1.10179,2024.10.04 15:30,10.74
155144125,1,EURUSD,0.08,1.10358,2024.10.03 20:10,1.10132,2024.10.04 15:30,18.08
155155788,1,EURUSD,0.04,1.10224,2024.10.04 12:05,1.10174,2024.10.04 15:30,2
155170593,1,EURUSD,0.04,1.09581,2024.10.04 19:05,1.09531,2024.10.04 19:23,2
